Issue_ID,Issue_Type,Summary,Description,Priority,Status,Component,Labels,Preconditions,Test_Steps,Expected_Result,Actual_Result,Test_Data
VWO-TC-4262,Test,Verify adding multiple variations to A/B test [Safari 17 / QA Environment],Test covers: A/B Testing. Verify adding multiple variations to A/B test. Validates correct system behavior under QA Environment environment.,Medium,To Do,AB Testing,"ab-test,campaigns,experiment","1. VWO account is active (Admin role)
2. Browser: Safari 17, OS: Ubuntu 22.04
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open test creation
2. Add variation B and variation C
3. Set traffic 34/33/33
4. Save",Three variations saved. Traffic totals 100%. Test runs correctly.,,"3 variations, split: 34/33/33"
VWO-TC-4263,Test,Verify conversion rate widget chart renders correctly,Test covers: Dashboard. Verify conversion rate widget chart renders correctly. Validates correct system behavior under QA Environment environment.,Medium,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Viewer role)
2. Browser: Firefox 126, OS: Windows 11
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Login
2. Go to dashboard
3. Find conversion rate chart widget
4. Hover over data points",Line chart renders. Hover tooltips show date and conversion % values.,,Account with 30-day conversion data
VWO-TC-4264,Test,Verify adding multiple variations to A/B test [Edge 124 / QA Environment],Test covers: A/B Testing. Verify adding multiple variations to A/B test. Validates correct system behavior under QA Environment environment.,Medium,To Do,AB Testing,"ab-test,campaigns,experiment","1. VWO account is active (Viewer role)
2. Browser: Edge 124, OS: Ubuntu 22.04
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open test creation
2. Add variation B and variation C
3. Set traffic 34/33/33
4. Save",Three variations saved. Traffic totals 100%. Test runs correctly.,,"3 variations, split: 34/33/33"
VWO-TC-4265,Test,Verify login with unregistered email [Edge 124 / Staging],Test covers: Login & Authentication. Verify login with unregistered email. Validates correct system behavior under Staging environment.,Medium,To Do,Authentication,"login,auth,security","1. VWO account is active (Account Owner role)
2. Browser: Edge 124, OS: Ubuntu 22.04
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Go to app.vwo.com/login
2. Enter unregistered email 'notexist@vwo.com'
3. Enter any password
4. Click 'Sign In'",Error: 'No account found with this email'. Login blocked.,,"email: notexist@vwo.com, password: Test@1234"
VWO-TC-4266,Test,Verify login with invalid password [Edge 124 / Pre-prod],Test covers: Login & Authentication. Verify login with invalid password. Validates correct system behavior under Pre-prod environment.,Low,To Do,Authentication,"login,auth,security","1. VWO account is active (Viewer role)
2. Browser: Edge 124, OS: macOS Sonoma
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Navigate to app.vwo.com/login
2. Enter valid email {email}
3. Enter wrong password 'wrongpass'
4. Click 'Sign In'",Error message 'Invalid credentials' shown. User stays on login page.,,"email: test@vwo.com, password: wrongpass"
VWO-TC-4267,Test,Verify campaign list page loads under 2 seconds,Test covers: Performance. Verify campaign list page loads under 2 seconds. Validates correct system behavior under Pre-prod environment.,High,To Do,Performance,"performance,load,speed","1. VWO account is active (Team Member role)
2. Browser: Safari 17, OS: Windows 11
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Login
2. Navigate to Campaigns
3. Measure page load time",Campaign list renders in under 2 seconds with 50+ campaigns.,,Account with 50+ campaigns
VWO-TC-4268,Test,Verify adding multiple variations to A/B test [Chrome Mobile / QA Environment],Test covers: A/B Testing. Verify adding multiple variations to A/B test. Validates correct system behavior under QA Environment environment.,Medium,To Do,AB Testing,"ab-test,campaigns,experiment","1. VWO account is active (Editor role)
2. Browser: Chrome Mobile, OS: macOS Sonoma
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open test creation
2. Add variation B and variation C
3. Set traffic 34/33/33
4. Save",Three variations saved. Traffic totals 100%. Test runs correctly.,,"3 variations, split: 34/33/33"
VWO-TC-4269,Test,Verify 'Remember Me' checkbox on login [Edge 124 / Staging],Test covers: Login & Authentication. Verify 'Remember Me' checkbox on login. Validates correct system behavior under Staging environment.,High,To Do,Authentication,"login,auth,security","1. VWO account is active (Viewer role)
2. Browser: Edge 124, OS: Ubuntu 22.04
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Go to login page
2. Enter credentials
3. Check 'Remember Me'
4. Login and close browser
5. Reopen browser and navigate to app.vwo.com",User is automatically logged in without re-entering credentials.,,email: test@vwo.com
VWO-TC-4270,Test,Verify date range filter on dashboard,Test covers: Dashboard. Verify date range filter on dashboard. Validates correct system behavior under Staging environment.,Low,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Account Owner role)
2. Browser: Edge 124, OS: Ubuntu 22.04
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Open dashboard
2. Click date range picker
3. Select custom range: last 30 days
4. Apply filter",All dashboard widgets refresh and show data for selected range.,,Date range: last 30 days
VWO-TC-4271,Test,Verify 'Remember Me' checkbox on login,Test covers: Login & Authentication. Verify 'Remember Me' checkbox on login. Validates correct system behavior under Staging environment.,High,To Do,Authentication,"login,auth,security","1. VWO account is active (Team Member role)
2. Browser: Safari 17, OS: iOS 17
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Go to login page
2. Enter credentials
3. Check 'Remember Me'
4. Login and close browser
5. Reopen browser and navigate to app.vwo.com",User is automatically logged in without re-entering credentials.,,email: test@vwo.com
VWO-TC-4272,Test,Verify creation of A/B test with URL targeting [Safari 17 / Production],Test covers: A/B Testing. Verify creation of A/B test with URL targeting. Validates correct system behavior under Production environment.,Low,To Do,AB Testing,"ab-test,campaigns,experiment","1. VWO account is active (Account Owner role)
2. Browser: Safari 17, OS: Windows 11
3. Environment: Production
4. User is logged in to app.vwo.com","1. Click 'Create' > 'A/B Test'
2. Enter test name 'Homepage CTA Test'
3. Set URL: app.vwo.com/home
4. Configure variation
5. Set goals
6. Save and run",A/B test created and running. Appears in campaign list with 'Running' status.,,"URL: https://testsite.com, Variation: Change CTA color"
VWO-TC-4273,Test,Verify chart data loads asynchronously [Edge 124 / Pre-prod],Test covers: Performance. Verify chart data loads asynchronously. Validates correct system behavior under Pre-prod environment.,High,To Do,Performance,"performance,load,speed","1. VWO account is active (Account Owner role)
2. Browser: Edge 124, OS: Windows 11
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open a test report
2. Observe loading behavior",Page skeleton shown first. Charts load asynchronously without blocking UI.,,Test with 90 days data
VWO-TC-4274,Test,Verify ARIA labels on interactive elements [Edge 124 / Production],Test covers: Accessibility. Verify ARIA labels on interactive elements. Validates correct system behavior under Production environment.,High,To Do,Accessibility,"accessibility,aria,a11y","1. VWO account is active (Editor role)
2. Browser: Edge 124, OS: iOS 17
3. Environment: Production
4. User is logged in to app.vwo.com","1. Open dashboard
2. Use screen reader
3. Navigate through buttons and links","All buttons, inputs, and links have descriptive ARIA labels.",,Screen reader: NVDA
VWO-TC-4275,Test,Verify scroll heatmap shows fold position,Test covers: Heatmaps. Verify scroll heatmap shows fold position. Validates correct system behavior under QA Environment environment.,Medium,To Do,Heatmaps,"heatmap,analytics,recordings","1. VWO account is active (Editor role)
2. Browser: Edge 124, OS: Android 14
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open heatmap for a page
2. Switch to 'Scroll' view",Scroll heatmap shows percentage of users who scrolled to each position. Fold line visible.,,Page: /pricing
VWO-TC-4276,Test,Verify webhook fires on test completion [Chrome 124 / QA Environment],Test covers: API & Integrations. Verify webhook fires on test completion. Validates correct system behavior under QA Environment environment.,High,To Do,Integrations,"api,integration,webhook","1. VWO account is active (Viewer role)
2. Browser: Chrome 124, OS: Ubuntu 22.04
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Configure webhook endpoint
2. Stop a running test
3. Check webhook receiver",POST request sent to webhook URL with test completion payload.,,Webhook URL: https://requestbin.com/test
VWO-TC-4277,Test,Verify heatmap loads for a configured page [Chrome 124 / QA Environment],Test covers: Heatmaps. Verify heatmap loads for a configured page. Validates correct system behavior under QA Environment environment.,Medium,To Do,Heatmaps,"heatmap,analytics,recordings","1. VWO account is active (Admin role)
2. Browser: Chrome 124, OS: iOS 17
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Go to Heatmaps section
2. Select a configured page
3. Click 'View Heatmap'",Click heatmap renders with color gradient overlay on page screenshot.,,"Page: /home, Min clicks: 100"
VWO-TC-4278,Test,Verify revenue impact metric in test report [Chrome 124 / Staging],Test covers: Reports & Analytics. Verify revenue impact metric in test report. Validates correct system behavior under Staging environment.,Medium,To Do,Reports,"reports,analytics,export","1. VWO account is active (Account Owner role)
2. Browser: Chrome 124, OS: Android 14
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Open A/B test with revenue goal configured
2. Navigate to Reports
3. Check revenue impact row",Revenue impact shows estimated lift per variation with confidence interval.,,Test with revenue goal: $
VWO-TC-4279,Test,Verify test report export to PDF [Firefox 126 / QA Environment],Test covers: Reports & Analytics. Verify test report export to PDF. Validates correct system behavior under QA Environment environment.,Medium,To Do,Reports,"reports,analytics,export","1. VWO account is active (Editor role)
2. Browser: Firefox 126, OS: Android 14
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open test results
2. Click 'Export' > 'PDF'
3. Wait for generation","PDF report generated with charts, summary, and variation comparison.",,Test with 30+ days data
VWO-TC-4280,Test,Verify MFA with expired OTP [Chrome 124 / Pre-prod],Test covers: Login & Authentication. Verify MFA with expired OTP. Validates correct system behavior under Pre-prod environment.,Medium,To Do,Authentication,"login,auth,security","1. VWO account is active (Admin role)
2. Browser: Chrome 124, OS: Android 14
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Login with credentials
2. Wait for OTP to expire (>30 seconds)
3. Enter expired OTP",Error: 'OTP has expired. Please request a new one.',,Expired TOTP code
VWO-TC-4281,Test,Verify CSRF token present in form submissions [Safari 17 / Staging],Test covers: Security. Verify CSRF token present in form submissions. Validates correct system behavior under Staging environment.,Low,To Do,Security,"security,xss,csrf","1. VWO account is active (Team Member role)
2. Browser: Safari 17, OS: Android 14
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Login
2. Submit any form
3. Inspect network request headers",CSRF token present in request headers or form payload.,,Chrome DevTools Network tab
VWO-TC-4282,Test,Verify XSS protection in test name input [Chrome 124 / Production],Test covers: Security. Verify XSS protection in test name input. Validates correct system behavior under Production environment.,Low,To Do,Security,"security,xss,csrf","1. VWO account is active (Editor role)
2. Browser: Chrome 124, OS: Windows 11
3. Environment: Production
4. User is logged in to app.vwo.com","1. Create new A/B test
2. Enter test name: <script>alert('xss')</script>
3. Save",Script tag sanitized. Name saved as plain text. No JS executed.,,Input: <script>alert('xss')</script>
VWO-TC-4283,Test,Verify chart data loads asynchronously,Test covers: Performance. Verify chart data loads asynchronously. Validates correct system behavior under Production environment.,Low,To Do,Performance,"performance,load,speed","1. VWO account is active (Viewer role)
2. Browser: Chrome 124, OS: iOS 17
3. Environment: Production
4. User is logged in to app.vwo.com","1. Open a test report
2. Observe loading behavior",Page skeleton shown first. Charts load asynchronously without blocking UI.,,Test with 90 days data
VWO-TC-4284,Test,Verify MFA with expired OTP [Chrome Mobile / Staging],Test covers: Login & Authentication. Verify MFA with expired OTP. Validates correct system behavior under Staging environment.,Medium,To Do,Authentication,"login,auth,security","1. VWO account is active (Account Owner role)
2. Browser: Chrome Mobile, OS: macOS Sonoma
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Login with credentials
2. Wait for OTP to expire (>30 seconds)
3. Enter expired OTP",Error: 'OTP has expired. Please request a new one.',,Expired TOTP code
VWO-TC-4285,Test,Verify login with invalid password [Chrome 124 / Pre-prod],Test covers: Login & Authentication. Verify login with invalid password. Validates correct system behavior under Pre-prod environment.,Medium,To Do,Authentication,"login,auth,security","1. VWO account is active (Editor role)
2. Browser: Chrome 124, OS: iOS 17
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Navigate to app.vwo.com/login
2. Enter valid email {email}
3. Enter wrong password 'wrongpass'
4. Click 'Sign In'",Error message 'Invalid credentials' shown. User stays on login page.,,"email: test@vwo.com, password: wrongpass"
VWO-TC-4286,Test,Verify login with valid credentials [Chrome Mobile / QA Environment],Test covers: Login & Authentication. Verify login with valid credentials. Validates correct system behavior under QA Environment environment.,Medium,To Do,Authentication,"login,auth,security","1. VWO account is active (Editor role)
2. Browser: Chrome Mobile, OS: Ubuntu 22.04
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Navigate to app.vwo.com/login
2. Enter valid email {email}
3. Enter valid password {password}
4. Click 'Sign In' button",User is redirected to VWO dashboard. Welcome message displayed.,,"email: test@vwo.com, password: Test@1234"
VWO-TC-4287,Test,Verify heatmap loads for a configured page,Test covers: Heatmaps. Verify heatmap loads for a configured page. Validates correct system behavior under Pre-prod environment.,Medium,To Do,Heatmaps,"heatmap,analytics,recordings","1. VWO account is active (Editor role)
2. Browser: Safari 17, OS: Android 14
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Go to Heatmaps section
2. Select a configured page
3. Click 'View Heatmap'",Click heatmap renders with color gradient overlay on page screenshot.,,"Page: /home, Min clicks: 100"
VWO-TC-4288,Test,Verify login form is keyboard navigable,Test covers: Accessibility. Verify login form is keyboard navigable. Validates correct system behavior under QA Environment environment.,Medium,To Do,Accessibility,"accessibility,aria,a11y","1. VWO account is active (Editor role)
2. Browser: Edge 124, OS: Ubuntu 22.04
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open login page
2. Use Tab key to navigate through fields
3. Use Enter to submit",Focus moves through Email > Password > Login button. Form submits on Enter.,,N/A
VWO-TC-4289,Test,Verify timezone setting updates dashboard data [Chrome Mobile / Pre-prod],Test covers: Settings & Profile. Verify timezone setting updates dashboard data. Validates correct system behavior under Pre-prod environment.,Low,To Do,Settings,"settings,profile,account","1. VWO account is active (Admin role)
2. Browser: Chrome Mobile, OS: Ubuntu 22.04
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Go to Settings > Account
2. Change timezone to 'America/New_York'
3. Save
4. Check dashboard timestamps",All timestamps in dashboard reflect the new timezone.,,Timezone: America/New_York
VWO-TC-4290,Test,Verify login session timeout after inactivity [Chrome Mobile / Staging],Test covers: Login & Authentication. Verify login session timeout after inactivity. Validates correct system behavior under Staging environment.,Low,To Do,Authentication,"login,auth,security","1. VWO account is active (Admin role)
2. Browser: Chrome Mobile, OS: Windows 11
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Login to VWO
2. Leave session idle for {timeout} minutes
3. Attempt to navigate to another page",Session expired. User redirected to login page with message 'Session expired'.,,Timeout: 30 minutes
VWO-TC-4291,Test,Verify 'Forgot Password' link is visible and functional [Firefox 126 / Staging],Test covers: Login & Authentication. Verify 'Forgot Password' link is visible and functional. Validates correct system behavior under Staging environment.,Medium,To Do,Authentication,"login,auth,security","1. VWO account is active (Editor role)
2. Browser: Firefox 126, OS: Windows 11
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Navigate to login page
2. Click 'Forgot Password' link
3. Enter registered email
4. Click 'Send Reset Link'",Password reset email sent. Confirmation message displayed.,,email: test@vwo.com
VWO-TC-4292,Test,Verify goal configuration for A/B test,Test covers: A/B Testing. Verify goal configuration for A/B test. Validates correct system behavior under Staging environment.,Medium,To Do,AB Testing,"ab-test,campaigns,experiment","1. VWO account is active (Editor role)
2. Browser: Chrome 124, OS: iOS 17
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Create A/B test
2. Go to Goals step
3. Add goal: 'Click on CTA button'
4. Configure goal URL
5. Save",Goal saved. Test tracks clicks on CTA as conversion events.,,"Goal type: Click, Element: #cta-btn"
VWO-TC-4293,Test,Verify sidebar collapses on click,Test covers: Navigation. Verify sidebar collapses on click. Validates correct system behavior under Staging environment.,High,To Do,Navigation,"navigation,sidebar,ui","1. VWO account is active (Team Member role)
2. Browser: Chrome 124, OS: macOS Sonoma
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Login to VWO
2. Click the sidebar collapse/expand icon",Sidebar collapses to icon-only view. Main content area expands.,,N/A
VWO-TC-4294,Test,Verify global search finds campaigns by name [Chrome Mobile / Production],Test covers: Navigation. Verify global search finds campaigns by name. Validates correct system behavior under Production environment.,High,To Do,Navigation,"navigation,sidebar,ui","1. VWO account is active (Editor role)
2. Browser: Chrome Mobile, OS: Ubuntu 22.04
3. Environment: Production
4. User is logged in to app.vwo.com","1. Click search icon in header
2. Type campaign name 'Homepage CTA'
3. Observe results","Search results show matching campaigns, tests, and pages.",,Search query: 'Homepage CTA'
VWO-TC-4295,Test,Verify 'Forgot Password' link is visible and functional,Test covers: Login & Authentication. Verify 'Forgot Password' link is visible and functional. Validates correct system behavior under Production environment.,High,To Do,Authentication,"login,auth,security","1. VWO account is active (Viewer role)
2. Browser: Chrome Mobile, OS: Ubuntu 22.04
3. Environment: Production
4. User is logged in to app.vwo.com","1. Navigate to login page
2. Click 'Forgot Password' link
3. Enter registered email
4. Click 'Send Reset Link'",Password reset email sent. Confirmation message displayed.,,email: test@vwo.com
VWO-TC-4296,Test,Verify scroll heatmap shows fold position [Edge 124 / QA Environment],Test covers: Heatmaps. Verify scroll heatmap shows fold position. Validates correct system behavior under QA Environment environment.,Low,To Do,Heatmaps,"heatmap,analytics,recordings","1. VWO account is active (Admin role)
2. Browser: Edge 124, OS: Windows 11
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open heatmap for a page
2. Switch to 'Scroll' view",Scroll heatmap shows percentage of users who scrolled to each position. Fold line visible.,,Page: /pricing
VWO-TC-4297,Test,Verify API key generation,Test covers: API & Integrations. Verify API key generation. Validates correct system behavior under Pre-prod environment.,High,To Do,Integrations,"api,integration,webhook","1. VWO account is active (Team Member role)
2. Browser: Edge 124, OS: Windows 11
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Go to Settings > API
2. Click 'Generate API Key'
3. Copy key",Unique API key generated and displayed. Option to copy or revoke.,,N/A
VWO-TC-4298,Test,Verify dashboard is responsive on mobile viewport,Test covers: Dashboard. Verify dashboard is responsive on mobile viewport. Validates correct system behavior under Staging environment.,Medium,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Admin role)
2. Browser: Safari 17, OS: Ubuntu 22.04
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Open app.vwo.com on mobile (375px)
2. Login
3. Observe dashboard layout",Dashboard adapts to mobile view. Widgets stack vertically. No horizontal scroll.,,Viewport: 375x812 (iPhone 14)
VWO-TC-4299,Test,Verify date range filter on dashboard,Test covers: Dashboard. Verify date range filter on dashboard. Validates correct system behavior under Pre-prod environment.,High,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Team Member role)
2. Browser: Firefox 126, OS: Windows 11
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open dashboard
2. Click date range picker
3. Select custom range: last 30 days
4. Apply filter",All dashboard widgets refresh and show data for selected range.,,Date range: last 30 days
VWO-TC-4300,Test,Verify session recording playback,Test covers: Session Recordings. Verify session recording playback. Validates correct system behavior under Pre-prod environment.,High,To Do,Session Recordings,"recordings,sessions,replay","1. VWO account is active (Account Owner role)
2. Browser: Chrome 124, OS: Ubuntu 22.04
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Navigate to Session Recordings
2. Click on a recording
3. Press Play","Session replays accurately showing mouse movement, clicks, and scrolls.",,Recording with 5+ minute session
VWO-TC-4301,Test,Verify session recording playback,Test covers: Session Recordings. Verify session recording playback. Validates correct system behavior under Staging environment.,Medium,To Do,Session Recordings,"recordings,sessions,replay","1. VWO account is active (Editor role)
2. Browser: Chrome 124, OS: Ubuntu 22.04
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Navigate to Session Recordings
2. Click on a recording
3. Press Play","Session replays accurately showing mouse movement, clicks, and scrolls.",,Recording with 5+ minute session
VWO-TC-4302,Test,Verify user can update display name [Safari 17 / Staging],Test covers: Settings & Profile. Verify user can update display name. Validates correct system behavior under Staging environment.,High,To Do,Settings,"settings,profile,account","1. VWO account is active (Account Owner role)
2. Browser: Safari 17, OS: iOS 17
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Go to Profile Settings
2. Click Edit on Display Name
3. Enter new name 'QA Tester'
4. Save",Display name updated. Header shows new name. Success toast shown.,,New name: QA Tester
VWO-TC-4303,Test,Verify adding multiple variations to A/B test [Firefox 126 / QA Environment],Test covers: A/B Testing. Verify adding multiple variations to A/B test. Validates correct system behavior under QA Environment environment.,High,To Do,AB Testing,"ab-test,campaigns,experiment","1. VWO account is active (Editor role)
2. Browser: Firefox 126, OS: Windows 11
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open test creation
2. Add variation B and variation C
3. Set traffic 34/33/33
4. Save",Three variations saved. Traffic totals 100%. Test runs correctly.,,"3 variations, split: 34/33/33"
VWO-TC-4304,Test,Verify chart data loads asynchronously [Edge 124 / Production],Test covers: Performance. Verify chart data loads asynchronously. Validates correct system behavior under Production environment.,Low,To Do,Performance,"performance,load,speed","1. VWO account is active (Team Member role)
2. Browser: Edge 124, OS: iOS 17
3. Environment: Production
4. User is logged in to app.vwo.com","1. Open a test report
2. Observe loading behavior",Page skeleton shown first. Charts load asynchronously without blocking UI.,,Test with 90 days data
VWO-TC-4305,Test,Verify date range filter on dashboard [Chrome 124 / Staging],Test covers: Dashboard. Verify date range filter on dashboard. Validates correct system behavior under Staging environment.,Low,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Team Member role)
2. Browser: Chrome 124, OS: macOS Sonoma
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Open dashboard
2. Click date range picker
3. Select custom range: last 30 days
4. Apply filter",All dashboard widgets refresh and show data for selected range.,,Date range: last 30 days
VWO-TC-4306,Test,Verify login with invalid password,Test covers: Login & Authentication. Verify login with invalid password. Validates correct system behavior under QA Environment environment.,Medium,To Do,Authentication,"login,auth,security","1. VWO account is active (Admin role)
2. Browser: Safari 17, OS: iOS 17
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Navigate to app.vwo.com/login
2. Enter valid email {email}
3. Enter wrong password 'wrongpass'
4. Click 'Sign In'",Error message 'Invalid credentials' shown. User stays on login page.,,"email: test@vwo.com, password: wrongpass"
VWO-TC-4307,Test,Verify account lockout after 5 failed attempts [Chrome Mobile / Pre-prod],Test covers: Login & Authentication. Verify account lockout after 5 failed attempts. Validates correct system behavior under Pre-prod environment.,Medium,To Do,Authentication,"login,auth,security","1. VWO account is active (Viewer role)
2. Browser: Chrome Mobile, OS: Ubuntu 22.04
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Enter wrong password 5 times consecutively
2. Observe account behavior",Account locked for 15 minutes. Message: 'Too many failed attempts.',,"email: test@vwo.com, wrong passwords x5"
VWO-TC-4308,Test,Verify quick action buttons on dashboard,Test covers: Dashboard. Verify quick action buttons on dashboard. Validates correct system behavior under Production environment.,High,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Viewer role)
2. Browser: Firefox 126, OS: iOS 17
3. Environment: Production
4. User is logged in to app.vwo.com","1. Login to VWO
2. On dashboard, click 'Create Test' quick action
3. Observe behavior",Test creation wizard opens.,,N/A
VWO-TC-4309,Test,Verify user can update display name [Safari 17 / Staging],Test covers: Settings & Profile. Verify user can update display name. Validates correct system behavior under Staging environment.,Low,To Do,Settings,"settings,profile,account","1. VWO account is active (Admin role)
2. Browser: Safari 17, OS: Ubuntu 22.04
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Go to Profile Settings
2. Click Edit on Display Name
3. Enter new name 'QA Tester'
4. Save",Display name updated. Header shows new name. Success toast shown.,,New name: QA Tester
VWO-TC-4310,Test,Verify ARIA labels on interactive elements [Chrome Mobile / Staging],Test covers: Accessibility. Verify ARIA labels on interactive elements. Validates correct system behavior under Staging environment.,Medium,To Do,Accessibility,"accessibility,aria,a11y","1. VWO account is active (Admin role)
2. Browser: Chrome Mobile, OS: iOS 17
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Open dashboard
2. Use screen reader
3. Navigate through buttons and links","All buttons, inputs, and links have descriptive ARIA labels.",,Screen reader: NVDA
VWO-TC-4311,Test,Verify filter recordings by page URL,Test covers: Session Recordings. Verify filter recordings by page URL. Validates correct system behavior under Staging environment.,Low,To Do,Session Recordings,"recordings,sessions,replay","1. VWO account is active (Team Member role)
2. Browser: Chrome Mobile, OS: Ubuntu 22.04
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Go to Recordings
2. Click filter
3. Enter URL contains '/pricing'
4. Apply",Only recordings where user visited /pricing page are shown.,,Filter: URL contains /pricing
VWO-TC-4312,Test,Verify filter recordings by page URL,Test covers: Session Recordings. Verify filter recordings by page URL. Validates correct system behavior under QA Environment environment.,Medium,To Do,Session Recordings,"recordings,sessions,replay","1. VWO account is active (Editor role)
2. Browser: Chrome 124, OS: Ubuntu 22.04
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Go to Recordings
2. Click filter
3. Enter URL contains '/pricing'
4. Apply",Only recordings where user visited /pricing page are shown.,,Filter: URL contains /pricing
VWO-TC-4313,Test,Verify conversion rate widget chart renders correctly [Chrome 124 / Staging],Test covers: Dashboard. Verify conversion rate widget chart renders correctly. Validates correct system behavior under Staging environment.,Medium,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Admin role)
2. Browser: Chrome 124, OS: macOS Sonoma
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Login
2. Go to dashboard
3. Find conversion rate chart widget
4. Hover over data points",Line chart renders. Hover tooltips show date and conversion % values.,,Account with 30-day conversion data
VWO-TC-4314,Test,Verify chart data loads asynchronously,Test covers: Performance. Verify chart data loads asynchronously. Validates correct system behavior under QA Environment environment.,Medium,To Do,Performance,"performance,load,speed","1. VWO account is active (Account Owner role)
2. Browser: Chrome Mobile, OS: Android 14
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open a test report
2. Observe loading behavior",Page skeleton shown first. Charts load asynchronously without blocking UI.,,Test with 90 days data
VWO-TC-4315,Test,Verify campaign list page loads under 2 seconds [Edge 124 / Pre-prod],Test covers: Performance. Verify campaign list page loads under 2 seconds. Validates correct system behavior under Pre-prod environment.,High,To Do,Performance,"performance,load,speed","1. VWO account is active (Team Member role)
2. Browser: Edge 124, OS: Ubuntu 22.04
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Login
2. Navigate to Campaigns
3. Measure page load time",Campaign list renders in under 2 seconds with 50+ campaigns.,,Account with 50+ campaigns
VWO-TC-4316,Test,Verify account lockout after 5 failed attempts [Chrome 124 / Pre-prod],Test covers: Login & Authentication. Verify account lockout after 5 failed attempts. Validates correct system behavior under Pre-prod environment.,Low,To Do,Authentication,"login,auth,security","1. VWO account is active (Team Member role)
2. Browser: Chrome 124, OS: macOS Sonoma
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Enter wrong password 5 times consecutively
2. Observe account behavior",Account locked for 15 minutes. Message: 'Too many failed attempts.',,"email: test@vwo.com, wrong passwords x5"
VWO-TC-4317,Test,Verify adding multiple variations to A/B test,Test covers: A/B Testing. Verify adding multiple variations to A/B test. Validates correct system behavior under Staging environment.,High,To Do,AB Testing,"ab-test,campaigns,experiment","1. VWO account is active (Account Owner role)
2. Browser: Firefox 126, OS: iOS 17
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Open test creation
2. Add variation B and variation C
3. Set traffic 34/33/33
4. Save",Three variations saved. Traffic totals 100%. Test runs correctly.,,"3 variations, split: 34/33/33"
